"","ID","nume","pret","um","instoc","descriere","url","idcategorie","numecategorie","idsubcateg","numesubcateg"
"128","P-2662079","Mad Luna fulgi migdale 110 g",15.89,"buc","AVAILABLE","Fulgi de migdale.","https://www.cora.ro/mad-luna-fulgi-migdale-110-g-P-2662079",77148,"Alimente",77150,"Fructe"
"129","P-2561384","Kluth caise uscate 200 g",17.59,"buc","AVAILABLE","Caise intregi, fara samburi, uscate natural.","https://www.cora.ro/kluth-caise-uscate-200-g-P-2561384",77148,"Alimente",77150,"Fructe"
"130","P-2561412","Kluth Mary mix alune si stafide 300 g",16.69,"buc","AVAILABLE","Amestec de nuci, alune si stafide.","https://www.cora.ro/kluth-mary-mix-alune-si-stafide-300-g-P-2561412",77148,"Alimente",77150,"Fructe"
"131","P-2644857","Mad Luna Stafide brune 200 g",6.49,"buc","AVAILABLE","Stafide brune ambalate in casoleta, cantitate neta 200 g.","https://www.cora.ro/mad-luna-stafide-brune-200-g-P-2644857",77148,"Alimente",77150,"Fructe"
"132","P-1815236","Papaya / bucata",11.99,"buc","AVAILABLE","Papaya la buc","https://www.cora.ro/papaya-bucata-P-1815236",77148,"Alimente",77150,"Fructe"
"133","P-2542533","Orlando s cirese rosii confiate 200 g",18.29,"buc","AVAILABLE","Orlando s cirese rosii confiate 200g","https://www.cora.ro/orlando-s-cirese-rosii-confiate-200-g-P-2542533",77148,"Alimente",77150,"Fructe"
"134","P-2644298","Mad Luna Mix fructe si nuci 170 g",16.91,"buc","AVAILABLE","Mix fructe si nuci ambalate la casoleta, cantitate neta 170 g.","https://www.cora.ro/mad-luna-mix-fructe-si-nuci-170-g-P-2644298",77148,"Alimente",77150,"Fructe"
"135","P-2647861","BIO Caju copt si sarat 125g",27.39,"buc","AVAILABLE","BIO Caju copt si sarat.","https://www.cora.ro/bio-caju-copt-si-sarat-125g-P-2647861",77148,"Alimente",77150,"Fructe"
"136","P-2000446","Orlando s mix de fructe 250 g",14.89,"buc","AVAILABLE","Orlando s Mix de Fructe 250g","https://www.cora.ro/orlando-s-mix-de-fructe-250-g-P-2000446",77148,"Alimente",77150,"Fructe"
"137","P-2432048","Orlando s cocktail de fructe deshidratate 250 g",8.79,"buc","AVAILABLE","Orlando s Cocktail de Fructe Deshidratate 250g","https://www.cora.ro/orlando-s-cocktail-de-fructe-deshidratate-250-g-P-2432048",77148,"Alimente",77150,"Fructe"
"138","P-2627623","Noberasco Bio smochine uscate si moi 200 g",17.09,"buc","AVAILABLE","Smochine uscate moi. Produs ecologic","https://www.cora.ro/noberasco-bio-smochine-uscate-si-moi-200-g-P-2627623",77148,"Alimente",77150,"Fructe"
"139","P-2662077","Mad Luna mix stafide Jumbo 170 g",9.59,"buc","AVAILABLE","Mix de stafide Jumbo.","https://www.cora.ro/mad-luna-mix-stafide-jumbo-170-g-P-2662077",77148,"Alimente",77150,"Fructe"
"140","P-2561388","Kluth alune tropicale si stafide 200 g",20.59,"buc","AVAILABLE","Amestec de nuci si samburi exotici cu stafide.","https://www.cora.ro/kluth-alune-tropicale-si-stafide-200-g-P-2561388",77148,"Alimente",77150,"Fructe"
"141","P-2561423","Kluth Hawaii mix 200 g",15.19,"buc","AVAILABLE","Amestec de nuci tropicale si fructe tropicale confiate.","https://www.cora.ro/kluth-hawaii-mix-200-g-P-2561423",77148,"Alimente",77150,"Fructe"
"142","P-2561429","Kluth caju mango si vanilie 100 g",16.59,"buc","AVAILABLE","Nuci de caju glazurate cu mango si vanilie Bourbon.","https://www.cora.ro/kluth-caju-mango-si-vanilie-100-g-P-2561429",77148,"Alimente",77150,"Fructe"
"143","P-2662251","Mad Luna cuburi portocala confiata 120 g",5.59,"buc","AVAILABLE","Cuburi de portocala confiata.","https://www.cora.ro/mad-luna-cuburi-portocala-confiata-120-g-P-2662251",77148,"Alimente",77150,"Fructe"
"144","P-2542536","Orlando s Mix Fitness amestec fructe alune si nuci 100 g",6.99,"buc","AVAILABLE","Orlando s Mix Fitness 100g","https://www.cora.ro/orlando-s-mix-fitness-amestec-fructe-alune-si-nuci-100-g-P-2542536",77148,"Alimente",77150,"Fructe"
"145","P-2561422","Kluth samburi de pin 100 g",40.69,"buc","AVAILABLE","Samburi de pin.","https://www.cora.ro/kluth-samburi-de-pin-100-g-P-2561422",77148,"Alimente",77150,"Fructe"
"146","P-2643838","Biofarm curmale uscate 150 g",14.99,"buc","AVAILABLE","Curmale fara samburi.","https://www.cora.ro/biofarm-curmale-uscate-150-g-P-2643838",77148,"Alimente",77150,"Fructe"
"147","P-2647764","BIO Chipsuri nuca de cocos 75g",17.49,"buc","AVAILABLE","BIO Chipsuri din nuca de cocos.","https://www.cora.ro/bio-chipsuri-nuca-de-cocos-75g-P-2647764",77148,"Alimente",77150,"Fructe"
"148","P-2482052","Jasmin physalis deshidratat 100 g",10.09,"buc","AVAILABLE","Jasmin Physalis deshidratat 100g","https://www.cora.ro/jasmin-physalis-deshidratat-100-g-P-2482052",77148,"Alimente",77150,"Fructe"
"149","P-2552546","Orlando s smochine deshidratate 200 g",9.79,"buc","AVAILABLE","Smochine deshidratate uscate natural.","https://www.cora.ro/orlando-s-smochine-deshidratate-200-g-P-2552546",77148,"Alimente",77150,"Fructe"
"150","P-2627803","Dry Fruits Hribi uscati bio 20g",12.09,"buc","AVAILABLE","Produs autentic romanesc provenit din flora spontana.","https://www.cora.ro/dry-fruits-hribi-uscati-bio-20g-P-2627803",77148,"Alimente",77150,"Fructe"
"151","P-2662244","Mad Luna cirese amarene confiate 185 g",13.29,"buc","AVAILABLE","Cirese amarene confiate.","https://www.cora.ro/mad-luna-cirese-amarene-confiate-185-g-P-2662244",77148,"Alimente",77150,"Fructe"
"152","P-1815250","Carambola / bucata",8.99,"buc","AVAILABLE","Carambola la buc","https://www.cora.ro/carambola-bucata-P-1815250",77148,"Alimente",77150,"Fructe"
"153","P-2561426","Kluth bucati de ghimbir 200 g",21.59,"buc","AVAILABLE","Ghimbir bucati zaharisit si cristalizat.","https://www.cora.ro/kluth-bucati-de-ghimbir-200-g-P-2561426",77148,"Alimente",77150,"Fructe"
"154","P-2627787","Dry Fruits Mere deshidratate bio 30g",5.92,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica , contine zaharuri prezente in mod natural, continut redus de grasimi saturate si bogat in fibre.","https://www.cora.ro/dry-fruits-mere-deshidratate-bio-30g-P-2627787",77148,"Alimente",77150,"Fructe"
"155","P-2627789","Dry Fruits Mix de fructe uscate bio 75g",12.09,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural si bogat in fibre.","https://www.cora.ro/dry-fruits-mix-de-fructe-uscate-bio-75g-P-2627789",77148,"Alimente",77150,"Fructe"
"156","P-2647765","BIO Migdale brune  150g",29.19,"buc","AVAILABLE","BIO Migdale brune.","https://www.cora.ro/bio-migdale-brune-150g-P-2647765",77148,"Alimente",77150,"Fructe"
"157","P-2647769","BIO Mango 80g",21.19,"buc","AVAILABLE","BIO Mango Uscat felii.","https://www.cora.ro/bio-mango-80g-P-2647769",77148,"Alimente",77150,"Fructe"
"158","P-2384102","Orlando s cocktail de fructe deshidratate 400 g",19.59,"buc","AVAILABLE","Orlando s Cocktail de Fructe 400g","https://www.cora.ro/orlando-s-cocktail-de-fructe-deshidratate-400-g-P-2384102",77148,"Alimente",77150,"Fructe"
"159","P-2577509","Kluth mix nuci tropicale si merisoare 115 g",13.59,"buc","AVAILABLE","Amestec de nuci si merisoare.","https://www.cora.ro/kluth-mix-nuci-tropicale-si-merisoare-115-g-P-2577509",77148,"Alimente",77150,"Fructe"
"160","P-2627788","Dry Fruits Prune cu miez de nuca bio 75g",12.09,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, fara sare si bogat in fibre.","https://www.cora.ro/dry-fruits-prune-cu-miez-de-nuca-bio-75g-P-2627788",77148,"Alimente",77150,"Fructe"
"161","P-2647313","Mad Luna Platou Sweety 600 g",50.39,"buc","AVAILABLE","Platou Sweety contine: arahide in ciocolata alba, aroma capuccino, in ciocolata cu lapte, mix fructe ananas cuburi, papaya cuburi, cocos cuburi, banana chips, migdale in ciocolata cu tiramisu aroma capucciono si tiramisu.","https://www.cora.ro/mad-luna-platou-sweety-600-g-P-2647313",77148,"Alimente",77150,"Fructe"
"162","P-2542537","Orlando s Nature Adventure mix fructe deshidratate 100 g",9.89,"buc","AVAILABLE","Orlando s Nature Adventure mix 100g","https://www.cora.ro/orlando-s-nature-adventure-mix-fructe-deshidratate-100-g-P-2542537",77148,"Alimente",77150,"Fructe"
"163","P-2561419","Kluth caju crud 200 g",30.09,"buc","AVAILABLE","Acest produs este o sursa importanta de nutrienti, magneziu si vitamina B1.","https://www.cora.ro/kluth-caju-crud-200-g-P-2561419",77148,"Alimente",77150,"Fructe"
"164","P-2627811","Dry Fruits Alune de padure bio 100g",11.89,"buc","AVAILABLE","Produs autentic romanesc provenit din flora spontana.","https://www.cora.ro/dry-fruits-alune-de-padure-bio-100g-P-2627811",77148,"Alimente",77150,"Fructe"
"165","P-2647312","Mad Luna Platou Royal 530 g",58.29,"buc","AVAILABLE","Platoul Royal contine mix de alune in ciocolata amaruie, cu lapte, aroma cappucino, tiramisu, alune caramelizate si fructe confiate.","https://www.cora.ro/mad-luna-platou-royal-530-g-P-2647312",77148,"Alimente",77150,"Fructe"
"166","P-1793200","Castraveti fabio / kg",6.99,"kilogram","AVAILABLE","Castraveti Fabio la kg","https://www.cora.ro/castraveti-fabio-kg-P-1793200",77148,"Alimente",77152,"Legume"
"167","P-1808757","Ardei kapia rosu / kg",8.99,"kilogram","AVAILABLE","Ardei kapia rosu la kg","https://www.cora.ro/ardei-kapia-rosu-kg-P-1808757",77148,"Alimente",77152,"Legume"
"168","P-1808770","Morcovi / kg",1.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/morcovi-kg-P-1808770",77148,"Alimente",77152,"Legume"
"169","P-1793205","Ceapa galbena / kg",1.99,"kilogram","AVAILABLE","Ceapa galbena la kg","https://www.cora.ro/ceapa-galbena-kg-P-1793205",77148,"Alimente",77152,"Legume"
"170","P-1809442","Telina radacina / kg",2.79,"kilogram","AVAILABLE","Radacina de telina detine numeroase beneficii printre care se numara si vitaminele C, B1, B2, B6 si B9.","https://www.cora.ro/telina-radacina-kg-P-1809442",77148,"Alimente",77152,"Legume"
"171","P-2086647","Rosii cherry 500 g",5.99,"buc","AVAILABLE","Rosii cherry proaspete la cutie.","https://www.cora.ro/rosii-cherry-500-g-P-2086647",77148,"Alimente",77152,"Legume"
"172","P-1751404","Morcovi punga 1 kg",2.49,"buc","AVAILABLE",NA,"https://www.cora.ro/morcovi-punga-1-kg-P-1751404",77148,"Alimente",77152,"Legume"
"173","P-1808497","Ardei California rosu / kg",8.49,"kilogram","AVAILABLE","Ardei California rosu la kg","https://www.cora.ro/ardei-california-rosu-kg-P-1808497",77148,"Alimente",77152,"Legume"
"174","P-1793175","Rosii / kg",4.49,"kilogram","AVAILABLE","Rosii la kg","https://www.cora.ro/rosii-kg-P-1793175",77148,"Alimente",77152,"Legume"
"175","P-1808284","Cartofi albi / kg",1.49,"kilogram","AVAILABLE","Cartofi albi calitatea I.","https://www.cora.ro/cartofi-albi-kg-P-1808284",77148,"Alimente",77152,"Legume"
"176","P-1793201","Castraveti cornichon / kg",6.49,"kilogram","AVAILABLE","Castraveti Cornichon","https://www.cora.ro/castraveti-cornichon-kg-P-1793201",77148,"Alimente",77152,"Legume"
"177","P-2359126","Pastarnac / kg",2.99,"kilogram","AVAILABLE","Pastarnac la kg","https://www.cora.ro/pastarnac-kg-P-2359126",77148,"Alimente",77152,"Legume"
"178","P-1808458","Ardei gras Bianca / kg",7.99,"kilogram","AVAILABLE","Ardei Gras Bianca la kg","https://www.cora.ro/ardei-gras-bianca-kg-P-1808458",77148,"Alimente",77152,"Legume"
"179","P-1808800","Dovlecei / kg",4.99,"kilogram","AVAILABLE","Dovlecei la kg","https://www.cora.ro/dovlecei-kg-P-1808800",77148,"Alimente",77152,"Legume"
"180","P-1926104","Rosii cherry / kg",11.99,"kilogram","AVAILABLE","Rosii Cherry la kg","https://www.cora.ro/rosii-cherry-kg-P-1926104",77148,"Alimente",77152,"Legume"
"181","P-1808760","Varza alba / kg",1.19,"kilogram","AVAILABLE","Varza alba la kg","https://www.cora.ro/varza-alba-kg-P-1808760",77148,"Alimente",77152,"Legume"
"182","P-2440078","Olympia bors 1 l",2.39,"buc","AVAILABLE","Bors. 100% ingrediente naturale.","https://www.cora.ro/olympia-bors-1-l-P-2440078",77148,"Alimente",77152,"Legume"
"183","P-2301860","Cartofi albi plasa 5 kg",7.99,"buc","AVAILABLE",NA,"https://www.cora.ro/cartofi-albi-plasa-5-kg-P-2301860",77148,"Alimente",77152,"Legume"
"184","P-1807453","Ceapa rosie / kg",3.49,"kilogram","AVAILABLE","Ceapa rosie la kg","https://www.cora.ro/ceapa-rosie-kg-P-1807453",77148,"Alimente",77152,"Legume"
"185","P-1808230","Cartofi rosii / kg",1.49,"kilogram","AVAILABLE","Cartofi rosii la kg","https://www.cora.ro/cartofi-rosii-kg-P-1808230",77148,"Alimente",77152,"Legume"
"186","P-2448910","Patrunjel radacina 200 g",2.99,"buc","AVAILABLE",NA,"https://www.cora.ro/patrunjel-radacina-200-g-P-2448910",77148,"Alimente",77152,"Legume"
"187","P-1808735","Ardei iute / kg",8.99,"kilogram","AVAILABLE","Ardei iute la kg","https://www.cora.ro/ardei-iute-kg-P-1808735",77148,"Alimente",77152,"Legume"
"188","P-1809066","Sfecla rosie / kg",1.49,"kilogram","AVAILABLE",NA,"https://www.cora.ro/sfecla-rosie-kg-P-1809066",77148,"Alimente",77152,"Legume"
"189","P-1810315","Ciuperci champignon / kg",11.49,"kilogram","AVAILABLE",NA,"https://www.cora.ro/ciuperci-champignon-kg-P-1810315",77148,"Alimente",77152,"Legume"
"190","P-2301861","Cartofi rosii plasa 5 kg",8.99,"buc","AVAILABLE",NA,"https://www.cora.ro/cartofi-rosii-plasa-5-kg-P-2301861",77148,"Alimente",77152,"Legume"
"191","P-2301844","Cartofi pentru fiert sau salata plasa 2.5 kg",5.99,"buc","AVAILABLE","Cartofi albi pentru fiert sau salata 2.5 kg","https://www.cora.ro/cartofi-pentru-fiert-sau-salata-plasa-2-5-kg-P-2301844",77148,"Alimente",77152,"Legume"
"192","P-2301846","Cartofi pentru prajit plasa 2.5 kg",5.99,"buc","AVAILABLE",NA,"https://www.cora.ro/cartofi-pentru-prajit-plasa-2-5-kg-P-2301846",77148,"Alimente",77152,"Legume"
"193","P-2363216","Usturoi / kg",15.99,"kilogram","AVAILABLE","Usturoi la kg","https://www.cora.ro/usturoi-kg-P-2363216",77148,"Alimente",77152,"Legume"
"194","P-2585054","Pastarnac 300 g",2.99,"buc","AVAILABLE","Pastarnac proaspat.","https://www.cora.ro/pastarnac-300-g-P-2585054",77148,"Alimente",77152,"Legume"
"195","P-1809585","Usturoi plasa 225 g",3.99,"buc","AVAILABLE",NA,"https://www.cora.ro/usturoi-plasa-225-g-P-1809585",77148,"Alimente",77152,"Legume"
"196","P-2429371","Rosii Roma / kg",8.99,"kilogram","AVAILABLE","Rosii Roma la kg.","https://www.cora.ro/rosii-roma-kg-P-2429371",77148,"Alimente",77152,"Legume"
"197","P-2197926","Legume mix supa 500 g",3.99,"buc","AVAILABLE","Baza pentru mancaruri","https://www.cora.ro/legume-mix-supa-500-g-P-2197926",77148,"Alimente",77152,"Legume"
"198","P-1808775","Vinete / kg",8.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/vinete-kg-P-1808775",77148,"Alimente",77152,"Legume"
"199","P-1793192","Rosii cherry 250 g",3.99,"buc","AVAILABLE","Rosii cherry proaspete la cutie.","https://www.cora.ro/rosii-cherry-250-g-P-1793192",77148,"Alimente",77152,"Legume"
"200","P-2473765","Rosii Cherry Shaker 250 g",6.99,"buc","AVAILABLE","Rosii cherry ambalate la casoleta, cantitate neta 250 g.","https://www.cora.ro/rosii-cherry-shaker-250-g-P-2473765",77148,"Alimente",77152,"Legume"
"201","P-2091131","Ciuperci champignon 500 g",5.49,"buc","AVAILABLE",NA,"https://www.cora.ro/ciuperci-champignon-500-g-P-2091131",77148,"Alimente",77152,"Legume"
"202","P-2473764","Rosii Roma 500 g",5.99,"buc","AVAILABLE","Rosii Roma 500g","https://www.cora.ro/rosii-roma-500-g-P-2473764",77148,"Alimente",77152,"Legume"
"203","P-2544835","Rosii ciorchine Sanmarzano 300 g",18.99,"buc","AVAILABLE","Rosii ciorchine.","https://www.cora.ro/rosii-ciorchine-sanmarzano-300-g-P-2544835",77148,"Alimente",77152,"Legume"
"204","P-2626600","Morcovi punga 500 g",2.39,"buc","AVAILABLE","Morcovi ambalati in punga, calitate I.","https://www.cora.ro/morcovi-punga-500-g-P-2626600",77148,"Alimente",77152,"Legume"
"205","P-1832230","Cartofi dulci / kg",6.49,"kilogram","AVAILABLE","Cartofi dulci la kg","https://www.cora.ro/cartofi-dulci-kg-P-1832230",77148,"Alimente",77152,"Legume"
"206","P-2413943","Broccoli / kg",9.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/broccoli-kg-P-2413943",77148,"Alimente",77152,"Legume"
"207","P-2312953","Ciuperci champignon pt grill 1 kg",12.99,"buc","AVAILABLE","Ciuperci proaspete pentru grill","https://www.cora.ro/ciuperci-champignon-pt-grill-1-kg-P-2312953",77148,"Alimente",77152,"Legume"
"208","P-1809499","Ridichi rosii rotunde / legatura",1.99,"buc","AVAILABLE","Ridichi rosii rotunde la legatura","https://www.cora.ro/ridichi-rosii-rotunde-legatura-P-1809499",77148,"Alimente",77152,"Legume"
"209","P-2283738","Ceapa galbena plasa 1kg",2.99,"buc","AVAILABLE","Ceapa galbena 1 kg","https://www.cora.ro/ceapa-galbena-plasa-1kg-P-2283738",77148,"Alimente",77152,"Legume"
"210","P-1858678","Dovlecei zucchini / kg",6.99,"kilogram","AVAILABLE","Dovlecei zucchini la kg","https://www.cora.ro/dovlecei-zucchini-kg-P-1858678",77148,"Alimente",77152,"Legume"
"211","P-1807446","Ceapa rosie de apa / kg",6.49,"kilogram","AVAILABLE","Ceapa rosie de apa la kg","https://www.cora.ro/ceapa-rosie-de-apa-kg-P-1807446",77148,"Alimente",77152,"Legume"
"212","P-2131236","Ceapa galbena plasa 2 kg",4.99,"buc","AVAILABLE","Ceapa galbena la plasa de 2Kg.","https://www.cora.ro/ceapa-galbena-plasa-2-kg-P-2131236",77148,"Alimente",77152,"Legume"
"213","P-2359365","Ridichi negre rotunde",1.79,"kilogram","AVAILABLE",NA,"https://www.cora.ro/ridichi-negre-rotunde-P-2359365",77148,"Alimente",77152,"Legume"
"214","P-1809330","Praz / kg",7.49,"kilogram","AVAILABLE","Praz la kg","https://www.cora.ro/praz-kg-P-1809330",77148,"Alimente",77152,"Legume"
"215","P-1815524","Ciuperci champignon 1 kg",12.99,"buc","AVAILABLE",NA,"https://www.cora.ro/ciuperci-champignon-1-kg-P-1815524",77148,"Alimente",77152,"Legume"
"216","P-2617009","Usturoi romanesc 250 g",6.49,"buc","AVAILABLE","Usturoi proaspat.","https://www.cora.ro/usturoi-romanesc-250-g-P-2617009",77148,"Alimente",77152,"Legume"
"217","P-2592737","Olympia bors cu leustean 1 l",2.89,"buc","AVAILABLE","Bors cu leustean.","https://www.cora.ro/olympia-bors-cu-leustean-1-l-P-2592737",77148,"Alimente",77152,"Legume"
"218","P-1808765","Varza rosie / kg",2.99,"kilogram","AVAILABLE","Varza rosie la kg","https://www.cora.ro/varza-rosie-kg-P-1808765",77148,"Alimente",77152,"Legume"
"219","P-2447329","Ghimbir 200 g",5.99,"buc","AVAILABLE",NA,"https://www.cora.ro/ghimbir-200-g-P-2447329",77148,"Alimente",77152,"Legume"
"220","P-2627138","Rosii Cocktail 500g",13.99,"buc","AVAILABLE","Rosii cocktail de calitate clasa I. Ambalate la casoleta.","https://www.cora.ro/rosii-cocktail-500g-P-2627138",77148,"Alimente",77152,"Legume"
"221","P-2437533","Ardei kapia rosu 500 g",5.99,"buc","AVAILABLE","Argei kapia rosii sunt de calitate I. Ambalati la casoleta.","https://www.cora.ro/ardei-kapia-rosu-500-g-P-2437533",77148,"Alimente",77152,"Legume"
"222","P-2304535","Ciuperci champignon brune 500 g",7.99,"buc","AVAILABLE","Ciuperci champignon brune.","https://www.cora.ro/ciuperci-champignon-brune-500-g-P-2304535",77148,"Alimente",77152,"Legume"
"223","P-1810335","Ciuperci pleurotus 500 g",7.49,"buc","AVAILABLE",NA,"https://www.cora.ro/ciuperci-pleurotus-500-g-P-1810335",77148,"Alimente",77152,"Legume"
"224","P-1809573","Conopida / kg",7.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/conopida-kg-P-1809573",77148,"Alimente",77152,"Legume"
"225","P-2437474","Ardei California mix 500 g",9.99,"buc","AVAILABLE","Ardei California calitatea 1, Olanda.","https://www.cora.ro/ardei-california-mix-500-g-P-2437474",77148,"Alimente",77152,"Legume"
"226","P-1808807","Dovleac pt placinta / kg",2.99,"kilogram","AVAILABLE","Dovleac pentru placinta la kg","https://www.cora.ro/dovleac-pt-placinta-kg-P-1808807",77148,"Alimente",77152,"Legume"
"227","P-1809065","Fasole alba / kg",9.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/fasole-alba-kg-P-1809065",77148,"Alimente",77152,"Legume"
"228","P-1809637","Gulii",2.99,"buc","AVAILABLE","Gulii la kg","https://www.cora.ro/gulii-P-1809637",77148,"Alimente",77152,"Legume"
